timestamp,maf_gps
2026-05-13 08:20:00,21.0127
2026-05-13 08:40:00,11.9743
2026-05-13 09:00:00,18.2838
2026-05-13 09:20:00,23.8946
2026-05-13 09:40:00,13.9958
,
2026-05-13 12:00:00,17.4505
2026-05-13 12:20:00,19.5109
2026-05-13 12:40:00,21.9648
2026-05-13 13:00:00,18.2765
,
2026-05-13 13:00:00,24.5185
2026-05-13 13:20:00,19.7431
,
2026-05-13 13:40:00,7.6367
2026-05-13 14:00:00,22.4209
2026-05-13 14:20:00,13.9736
,
2026-05-14 08:00:00,19.4286
2026-05-14 08:20:00,16.5115
2026-05-14 08:40:00,6.9662
,
2026-05-14 09:20:00,15.5032
2026-05-14 09:40:00,14.6855
2026-05-14 10:00:00,20.7506
2026-05-14 10:20:00,15.2644
,
2026-05-14 11:00:00,17.4581
2026-05-14 11:20:00,16.6008
,
2026-05-14 12:20:00,10.171
2026-05-14 12:40:00,10.0567
,
2026-05-15 06:40:00,23.3465
2026-05-15 07:00:00,16.3097
2026-05-15 07:20:00,15.2396
,
2026-05-15 08:00:00,13.84
2026-05-15 08:20:00,24.0713
2026-05-15 08:40:00,21.3741
2026-05-15 09:00:00,21.598
,
2026-05-15 10:00:00,13.8994
2026-05-15 10:20:00,20.0975
2026-05-15 10:40:00,20.1147
2026-05-15 11:00:00,20.2274
,
2026-05-15 11:40:00,10.3514
2026-05-15 12:00:00,17.3281
2026-05-15 12:20:00,18.2633
,
2026-05-16 08:00:00,19.7694
2026-05-16 08:20:00,14.1517
2026-05-16 08:40:00,18.8825
2026-05-16 09:00:00,19.0777
2026-05-16 09:20:00,13.0071
,
2026-05-16 11:20:00,14.3502
2026-05-16 11:40:00,14.3353
2026-05-16 12:00:00,17.2235
,
2026-05-16 12:40:00,18.8543
2026-05-16 13:00:00,12.8318
2026-05-16 13:20:00,14.3742
,
2026-05-17 07:20:00,12.5767
2026-05-17 07:40:00,15.9993
2026-05-17 08:00:00,20.5073
2026-05-17 08:20:00,16.2324
2026-05-17 08:40:00,15.7453
,
2026-05-17 09:40:00,26.4817
2026-05-17 10:00:00,12.3503
2026-05-17 10:20:00,16.0309
,
2026-05-17 11:20:00,5.3475
2026-05-17 11:40:00,20.3008
2026-05-17 12:00:00,17.4052
,
2026-05-18 08:20:00,14.752
2026-05-18 08:40:00,18.5733
2026-05-18 09:00:00,20.9971
2026-05-18 09:20:00,17.6038
,
2026-05-18 10:00:00,21.2001
2026-05-18 10:20:00,17.9957
2026-05-18 10:40:00,15.2824
2026-05-18 11:00:00,21.6958
2026-05-18 11:20:00,19.7623
2026-05-18 11:40:00,15.7897
2026-05-18 12:00:00,16.8763
,
2026-05-19 07:00:00,20.6441
2026-05-19 07:20:00,13.3485
2026-05-19 07:40:00,23.7723
2026-05-19 08:00:00,17.4257
2026-05-19 08:20:00,12.5125
,
2026-05-19 09:00:00,18.664
2026-05-19 09:20:00,19.898
2026-05-19 09:40:00,14.1607
2026-05-19 10:00:00,23.1314
2026-05-19 10:20:00,14.6536
2026-05-19 10:40:00,23.1757
2026-05-19 11:00:00,15.415
,
2026-05-20 07:20:00,21.6152
2026-05-20 07:40:00,9.6406
2026-05-20 08:00:00,14.6001
2026-05-20 08:20:00,21.3716
2026-05-20 08:40:00,16.966
2026-05-20 09:00:00,17.8313
2026-05-20 09:20:00,14.7338
,
2026-05-20 11:40:00,29.6664
2026-05-20 12:00:00,16.4057
2026-05-20 12:20:00,11.9835
2026-05-20 12:40:00,18.0809
,
2026-05-20 13:40:00,17.9183
2026-05-20 14:00:00,16.4584
2026-05-20 14:20:00,20.8007
2026-05-20 14:40:00,16.4992
,
2026-05-21 06:00:00,19.6976
2026-05-21 06:20:00,15.5755
2026-05-21 06:40:00,21.3787
2026-05-21 07:00:00,12.0867
,
2026-05-21 08:20:00,17.9772
2026-05-21 08:40:00,21.9648
2026-05-21 09:00:00,17.0851
2026-05-21 09:20:00,2.829
,
2026-05-21 10:40:00,9.72
2026-05-21 11:00:00,20.5168
2026-05-21 11:20:00,18.9981
2026-05-21 11:40:00,21.4706
,
2026-05-21 12:20:00,18.2992
2026-05-21 12:40:00,20.3343
2026-05-21 13:00:00,21.613
,
2026-05-22 07:40:00,21.3359
2026-05-22 08:00:00,12.0315
2026-05-22 08:20:00,18.6061
2026-05-22 08:40:00,22.0395
2026-05-22 09:00:00,15.5398
2026-05-22 09:20:00,23.5972
2026-05-22 09:40:00,15.8613
,
2026-05-22 11:20:00,20.7058
2026-05-22 11:40:00,17.5167
2026-05-22 12:00:00,16.7064
,
2026-05-22 12:40:00,16.6809
2026-05-22 13:00:00,19.3234
2026-05-22 13:20:00,17.8528
2026-05-22 13:40:00,16.4281
,
2026-05-23 07:00:00,19.3917
2026-05-23 07:20:00,20.5047
2026-05-23 07:40:00,14.2587
2026-05-23 08:00:00,14.2013
2026-05-23 08:20:00,20.5578
2026-05-23 08:40:00,8.2407
,
2026-05-23 10:00:00,14.9086
2026-05-23 10:20:00,11.1668
2026-05-23 10:40:00,12.6075
,
2026-05-23 11:00:00,12.3955
2026-05-23 11:20:00,12.0016
2026-05-23 11:40:00,16.6632
2026-05-23 12:00:00,4.84
,
2026-05-24 06:00:00,22.3217
2026-05-24 06:20:00,21.7094
2026-05-24 06:40:00,22.3878
2026-05-24 07:00:00,16.4448
2026-05-24 07:20:00,17.0254
,
2026-05-24 09:40:00,19.0513
2026-05-24 10:00:00,22.7088
2026-05-24 10:20:00,15.2865
,
2026-05-24 11:40:00,21.0828
2026-05-24 12:00:00,23.1931
,
2026-05-24 12:20:00,19.3494
,
2026-05-24 13:20:00,15.9505
2026-05-24 13:40:00,17.9942
,
2026-05-25 06:20:00,21.8749
2026-05-25 06:40:00,20.679
2026-05-25 07:00:00,19.1111
2026-05-25 07:20:00,15.0251
2026-05-25 07:40:00,12.0756
,
2026-05-25 10:00:00,20.8135
2026-05-25 10:20:00,18.5056
2026-05-25 10:40:00,13.688
,
2026-05-26 08:20:00,18.2441
2026-05-26 08:40:00,5.2457
2026-05-26 09:00:00,18.6009
2026-05-26 09:20:00,15.602
,
2026-05-26 09:40:00,30.6046
2026-05-26 10:00:00,20.9209
2026-05-26 10:20:00,10.3986
2026-05-26 10:40:00,16.2717
2026-05-26 11:00:00,17.2337
2026-05-26 11:20:00,18.2445
2026-05-26 11:40:00,20.2148
2026-05-26 12:00:00,17.9247
,
2026-05-27 06:40:00,16.8226
2026-05-27 07:00:00,19.451
2026-05-27 07:20:00,23.8069
2026-05-27 07:40:00,19.8236
2026-05-27 08:00:00,18.0344
2026-05-27 08:20:00,12.9362
,
2026-05-27 10:00:00,12.884
2026-05-27 10:20:00,19.1238
2026-05-27 10:40:00,15.0242
2026-05-27 11:00:00,19.8813
,
2026-05-27 11:20:00,19.0192
2026-05-27 11:40:00,19.8343
2026-05-27 12:00:00,18.7944
2026-05-27 12:20:00,15.48
,
2026-05-28 06:20:00,17.6603
2026-05-28 06:40:00,15.1226
2026-05-28 07:00:00,16.2524
,
2026-05-28 09:20:00,10.4292
2026-05-28 09:40:00,17.7017
2026-05-28 10:00:00,16.5503
,
2026-05-28 11:00:00,13.9674
2026-05-28 11:20:00,18.4097
2026-05-28 11:40:00,17.6231
,
2026-05-28 13:00:00,7.1533
,
2026-05-29 06:00:00,13.5747
2026-05-29 06:20:00,17.2452
2026-05-29 06:40:00,15.2465
2026-05-29 07:00:00,2.8833
,
2026-05-29 07:20:00,17.5507
2026-05-29 07:40:00,8.4915
2026-05-29 08:00:00,11.3835
,
2026-05-29 10:00:00,8.6676
2026-05-29 10:20:00,11.1364
2026-05-29 10:40:00,21.7682
,
2026-05-29 11:20:00,15.5321
2026-05-29 11:40:00,10.2214
2026-05-29 12:00:00,20.2246
,
2026-05-30 06:40:00,21.0534
2026-05-30 07:00:00,16.6856
2026-05-30 07:20:00,22.0959
2026-05-30 07:40:00,21.3233
2026-05-30 08:00:00,18.1063
2026-05-30 08:20:00,7.4451
,
2026-05-30 10:00:00,21.7174
2026-05-30 10:20:00,19.0905
2026-05-30 10:40:00,18.1153
,
2026-05-30 11:20:00,23.3097
2026-05-30 11:40:00,20.2382
2026-05-30 12:00:00,17.2942
2026-05-30 12:20:00,17.1179
2026-05-30 12:40:00,16.0942
,
2026-05-31 08:00:00,13.6125
2026-05-31 08:20:00,16.0092
2026-05-31 08:40:00,14.4355
2026-05-31 09:00:00,16.4358
2026-05-31 09:20:00,21.0762
2026-05-31 09:40:00,19.5279
2026-05-31 10:00:00,12.1842
,
2026-05-31 11:00:00,20.7137
2026-05-31 11:20:00,21.6827
2026-05-31 11:40:00,20.3653
2026-05-31 12:00:00,15.325
,
2026-05-31 12:40:00,19.812
2026-05-31 13:00:00,15.987
2026-05-31 13:20:00,17.1986
2026-05-31 13:40:00,8.49
,
2026-06-01 07:20:00,14.06
2026-06-01 07:40:00,14.7353
2026-06-01 08:00:00,16.4734
2026-06-01 08:20:00,21.0018
2026-06-01 08:40:00,19.1709
2026-06-01 09:00:00,17.2661
,
2026-06-01 10:40:00,11.6088
2026-06-01 11:00:00,12.3661
2026-06-01 11:20:00,15.4375
,
2026-06-01 11:20:00,11.3537
,
2026-06-01 12:00:00,12.7406
2026-06-01 12:20:00,10.3668
2026-06-01 12:40:00,23.2111
2026-06-01 13:00:00,20.6323
2026-06-01 13:20:00,20.2724
,
2026-06-02 06:00:00,19.5048
2026-06-02 06:20:00,18.3842
2026-06-02 06:40:00,18.7761
2026-06-02 07:00:00,22.3785
2026-06-02 07:20:00,20.6462
2026-06-02 07:40:00,16.481
,
2026-06-02 09:00:00,15.5395
2026-06-02 09:20:00,21.298
2026-06-02 09:40:00,19.5233
2026-06-02 10:00:00,14.6597
,
2026-06-02 10:40:00,12.6987
2026-06-02 11:00:00,19.9532
2026-06-02 11:20:00,17.8487
2026-06-02 11:40:00,16.7604
,
2026-06-03 06:00:00,18.326
2026-06-03 06:20:00,19.8035
2026-06-03 06:40:00,21.1763
2026-06-03 07:00:00,6.9547
,
2026-06-03 08:00:00,22.6303
2026-06-03 08:20:00,19.1291
2026-06-03 08:40:00,24.3817
2026-06-03 09:00:00,13.552
,
2026-06-03 10:20:00,18.933
2026-06-03 10:40:00,18.908
2026-06-03 11:00:00,14.4406
2026-06-03 11:20:00,10.7238
,
2026-06-03 12:20:00,22.9764
2026-06-03 12:40:00,16.3674
,
2026-06-04 07:40:00,18.8873
2026-06-04 08:00:00,12.3839
2026-06-04 08:20:00,16.2902
2026-06-04 08:40:00,14.9852
2026-06-04 09:00:00,13.7238
2026-06-04 09:20:00,9.6195
,
2026-06-04 10:00:00,6.8659
2026-06-04 10:20:00,22.8344
2026-06-04 10:40:00,19.8913
2026-06-04 11:00:00,15.7107
2026-06-04 11:20:00,17.5633
,
2026-06-05 06:20:00,23.4673
2026-06-05 06:40:00,18.9862
2026-06-05 07:00:00,23.5936
2026-06-05 07:20:00,17.3768
2026-06-05 07:40:00,16.913
,
2026-06-05 10:00:00,12.1733
2026-06-05 10:20:00,21.2012
2026-06-05 10:40:00,16.8662
2026-06-05 11:00:00,25.6004
,
2026-06-05 11:00:00,2.2897
2026-06-05 11:20:00,20.8541
,
2026-06-05 12:20:00,15.5686
,
2026-06-06 08:00:00,18.1228
2026-06-06 08:20:00,18.9032
2026-06-06 08:40:00,14.1658
2026-06-06 09:00:00,20.4416
2026-06-06 09:20:00,20.0641
2026-06-06 09:40:00,17.962
,
2026-06-06 11:20:00,20.9249
2026-06-06 11:40:00,14.8269
2026-06-06 12:00:00,17.4632
,
2026-06-06 13:00:00,15.2227
2026-06-06 13:20:00,20.0593
2026-06-06 13:40:00,13.7878
2026-06-06 14:00:00,19.1454
2026-06-06 14:20:00,8.445
,
2026-06-07 07:20:00,16.4799
2026-06-07 07:40:00,11.8223
2026-06-07 08:00:00,22.997
2026-06-07 08:20:00,8.4757
,
2026-06-07 10:20:00,16.791
2026-06-07 10:40:00,12.9031
,
2026-06-07 11:00:00,3.5529
2026-06-07 11:20:00,20.1369
2026-06-07 11:40:00,9.205
2026-06-07 12:00:00,17.4809
2026-06-07 12:20:00,12.3123
,
2026-06-08 07:00:00,17.7683
2026-06-08 07:20:00,18.732
2026-06-08 07:40:00,17.8835
2026-06-08 08:00:00,23.3669
2026-06-08 08:20:00,16.525
2026-06-08 08:40:00,20.9843
2026-06-08 09:00:00,11.8419
,
2026-06-08 10:40:00,20.291
2026-06-08 11:00:00,16.4509
2026-06-08 11:20:00,19.8158
2026-06-08 11:40:00,26.2156
,
2026-06-08 12:40:00,19.1616
2026-06-08 13:00:00,13.6892
,
2026-06-09 06:00:00,18.9778
2026-06-09 06:20:00,18.8771
2026-06-09 06:40:00,19.8923
2026-06-09 07:00:00,17.5025
2026-06-09 07:20:00,17.2143
2026-06-09 07:40:00,13.2545
,
2026-06-09 09:40:00,20.0286
2026-06-09 10:00:00,19.1718
2026-06-09 10:20:00,24.7529
,
2026-06-09 10:40:00,2.282
2026-06-09 11:00:00,17.0322
2026-06-09 11:20:00,19.9394
2026-06-09 11:40:00,12.1939
,
2026-06-10 07:00:00,15.4236
2026-06-10 07:20:00,14.8888
2026-06-10 07:40:00,14.6316
2026-06-10 08:00:00,18.6942
2026-06-10 08:20:00,16.6427
2026-06-10 08:40:00,18.1409
,
2026-06-10 09:20:00,6.4957
2026-06-10 09:40:00,16.4397
2026-06-10 10:00:00,10.8982
2026-06-10 10:20:00,22.8542
2026-06-10 10:40:00,17.9237
,
2026-06-11 08:00:00,15.9864
2026-06-11 08:20:00,18.329
2026-06-11 08:40:00,14.1828
2026-06-11 09:00:00,21.8989
2026-06-11 09:20:00,20.4532
2026-06-11 09:40:00,4.088
,
2026-06-11 10:40:00,20.465
2026-06-11 11:00:00,16.3839
2026-06-11 11:20:00,19.0643
,
2026-06-11 12:40:00,13.9341
2026-06-11 13:00:00,10.078
2026-06-11 13:20:00,13.7801
2026-06-11 13:40:00,5.925
,
2026-06-12 06:40:00,13.9233
2026-06-12 07:00:00,19.4654
2026-06-12 07:20:00,19.3603
2026-06-12 07:40:00,22.5886
2026-06-12 08:00:00,19.1337
2026-06-12 08:20:00,23.4465
,
2026-06-12 09:00:00,19.7875
2026-06-12 09:20:00,14.49
2026-06-12 09:40:00,15.8345
2026-06-12 10:00:00,20.1719
2026-06-12 10:20:00,18.4985
2026-06-12 10:40:00,19.5278
2026-06-12 11:00:00,17.1506
,
2026-06-13 07:40:00,21.1533
2026-06-13 08:00:00,18.3538
2026-06-13 08:20:00,8.4296
2026-06-13 08:40:00,17.7968
,
2026-06-13 10:00:00,17.7704
2026-06-13 10:20:00,12.7733
2026-06-13 10:40:00,18.604
2026-06-13 11:00:00,12.6014
,
2026-06-13 11:20:00,19.1161
2026-06-13 11:40:00,11.461
2026-06-13 12:00:00,14.8687
,
2026-06-13 12:40:00,17.4673
2026-06-13 13:00:00,12.6675
2026-06-13 13:20:00,16.4505
2026-06-13 13:40:00,10.6906
,
2026-06-14 06:20:00,12.788
2026-06-14 06:40:00,18.7305
2026-06-14 07:00:00,19.358
,
2026-06-14 09:00:00,19.7569
2026-06-14 09:20:00,12.8191
2026-06-14 09:40:00,13.8162
,
2026-06-14 10:20:00,22.5604
2026-06-14 10:40:00,18.0818
2026-06-14 11:00:00,50.1908
,
2026-06-14 11:40:00,19.1928
2026-06-14 12:00:00,21.2097
2026-06-14 12:20:00,15.5981
,
2026-06-15 06:40:00,18.0698
2026-06-15 07:00:00,18.7222
2026-06-15 07:20:00,13.5441
,
2026-06-15 08:40:00,25.3195
2026-06-15 09:00:00,18.0908
2026-06-15 09:20:00,20.2137
2026-06-15 09:40:00,13.7139
,
2026-06-15 11:00:00,20.0803
2026-06-15 11:20:00,20.4779
2026-06-15 11:40:00,17.6734
,
2026-06-15 12:40:00,22.5124
2026-06-15 13:00:00,16.5791
,
2026-06-16 07:20:00,16.2696
2026-06-16 07:40:00,17.6042
2026-06-16 08:00:00,13.6225
2026-06-16 08:20:00,18.6873
2026-06-16 08:40:00,21.6452
2026-06-16 09:00:00,16.696
,
2026-06-16 09:40:00,17.5354
2026-06-16 10:00:00,10.9891
2026-06-16 10:20:00,17.3963
2026-06-16 10:40:00,18.676
,
2026-06-16 11:40:00,10.5747
2026-06-16 12:00:00,23.0338
2026-06-16 12:20:00,11.6734
2026-06-16 12:40:00,16.4809
,
2026-06-17 08:00:00,10.6753
2026-06-17 08:20:00,10.9033
2026-06-17 08:40:00,20.3958
2026-06-17 09:00:00,16.036
,
2026-06-17 09:40:00,23.0225
2026-06-17 10:00:00,18.5193
2026-06-17 10:20:00,17.0554
,
2026-06-17 11:00:00,11.99
2026-06-17 11:20:00,13.7013
2026-06-17 11:40:00,20.2862
,
2026-06-17 12:20:00,13.2504
2026-06-17 12:40:00,7.4562
,
2026-06-18 06:40:00,23.3181
2026-06-18 07:00:00,16.5528
2026-06-18 07:20:00,19.1054
2026-06-18 07:40:00,18.5765
2026-06-18 08:00:00,17.6303
2026-06-18 08:20:00,17.971
,
2026-06-18 10:00:00,17.5076
2026-06-18 10:20:00,15.0178
2026-06-18 10:40:00,16.6525
2026-06-18 11:00:00,42.8345
,
2026-06-18 11:20:00,24.6535
2026-06-18 11:40:00,17.5786
2026-06-18 12:00:00,18.9937
2026-06-18 12:20:00,17.5295
,
2026-06-19 07:20:00,21.9096
2026-06-19 07:40:00,9.3153
2026-06-19 08:00:00,18.4623
2026-06-19 08:20:00,17.8949
,
2026-06-19 10:00:00,16.5793
2026-06-19 10:20:00,22.1253
2026-06-19 10:40:00,12.1961
2026-06-19 11:00:00,17.9243
2026-06-19 11:20:00,16.3929
,
2026-06-19 12:00:00,14.9542
2026-06-19 12:20:00,11.3382
,
2026-06-19 13:20:00,10.5958
2026-06-19 13:40:00,13.4539
2026-06-19 14:00:00,19.5615
,
2026-06-20 07:40:00,22.9039
2026-06-20 08:00:00,21.4627
2026-06-20 08:20:00,21.3399
2026-06-20 08:40:00,15.4162
2026-06-20 09:00:00,15.184
2026-06-20 09:20:00,16.6212
2026-06-20 09:40:00,16.8307
,
2026-06-20 10:00:00,21.349
2026-06-20 10:20:00,20.7375
2026-06-20 10:40:00,17.1987
,
2026-06-20 11:20:00,18.7827
2026-06-20 11:40:00,20.7994
2026-06-20 12:00:00,17.9753
2026-06-20 12:20:00,21.2904
2026-06-20 12:40:00,10.0216
,
2026-06-21 06:00:00,9.3813
2026-06-21 06:20:00,15.207
2026-06-21 06:40:00,14.5882
2026-06-21 07:00:00,20.8469
2026-06-21 07:20:00,15.6884
2026-06-21 07:40:00,6.4717
,
2026-06-21 09:00:00,17.0778
2026-06-21 09:20:00,22.5549
2026-06-21 09:40:00,34.47
,
2026-06-21 10:00:00,7.21
2026-06-21 10:20:00,16.3539
2026-06-21 10:40:00,21.4638
2026-06-21 11:00:00,19.7011
,
2026-06-22 08:20:00,19.4413
2026-06-22 08:40:00,12.7239
2026-06-22 09:00:00,18.2967
2026-06-22 09:20:00,17.1441
,
2026-06-22 09:20:00,2.2614
2026-06-22 09:40:00,17.7789
2026-06-22 10:00:00,6.2158
2026-06-22 10:20:00,16.0615
2026-06-22 10:40:00,18.5647
2026-06-22 11:00:00,14.3497
2026-06-22 11:20:00,16.9411
2026-06-22 11:40:00,15.0338
,
2026-06-23 08:00:00,17.8712
2026-06-23 08:20:00,23.6028
2026-06-23 08:40:00,18.8503
2026-06-23 09:00:00,20.1294
2026-06-23 09:20:00,21.7874
,
2026-06-23 09:40:00,22.2517
2026-06-23 10:00:00,20.2837
2026-06-23 10:20:00,19.6973
2026-06-23 10:40:00,19.1247
2026-06-23 11:00:00,17.161
2026-06-23 11:20:00,10.6108
2026-06-23 11:40:00,19.6353
2026-06-23 12:00:00,19.749
2026-06-23 12:20:00,17.2429
,
2026-06-24 08:20:00,13.7067
2026-06-24 08:40:00,17.9173
2026-06-24 09:00:00,22.9356
2026-06-24 09:20:00,18.456
2026-06-24 09:40:00,18.0843
2026-06-24 10:00:00,13.8013
,
2026-06-24 12:00:00,14.6386
2026-06-24 12:20:00,19.7048
2026-06-24 12:40:00,19.992
2026-06-24 13:00:00,17.7725
,
2026-06-24 14:20:00,2.34
2026-06-24 14:40:00,14.3884
2026-06-24 15:00:00,11.0375
,
2026-06-25 07:20:00,16.1144
2026-06-25 07:40:00,4.5831
2026-06-25 08:00:00,16.571
2026-06-25 08:20:00,17.0648
2026-06-25 08:40:00,19.2322
2026-06-25 09:00:00,2.2
,
2026-06-25 11:00:00,14.288
2026-06-25 11:20:00,14.8689
2026-06-25 11:40:00,19.5294
,
2026-06-25 12:00:00,16.2967
2026-06-25 12:20:00,9.1557
2026-06-25 12:40:00,12.5783
2026-06-25 13:00:00,18.0512
2026-06-25 13:20:00,4.6573
,
2026-06-26 07:20:00,14.4086
2026-06-26 07:40:00,19.6712
2026-06-26 08:00:00,20.7366
2026-06-26 08:20:00,16.5317
2026-06-26 08:40:00,15.9173
2026-06-26 09:00:00,14.2608
,
2026-06-26 10:00:00,15.4667
2026-06-26 10:20:00,20.905
2026-06-26 10:40:00,21.1182
2026-06-26 11:00:00,17.7615
,
2026-06-26 12:00:00,18.2979
2026-06-26 12:20:00,20.2835
2026-06-26 12:40:00,21.3302
2026-06-26 13:00:00,13.0479
,
2026-06-27 06:40:00,11.705
2026-06-27 07:00:00,17.8407
2026-06-27 07:20:00,18.1616
2026-06-27 07:40:00,15.8941
2026-06-27 08:00:00,24.94
2026-06-27 08:20:00,15.2561
,
2026-06-27 09:40:00,15.2023
2026-06-27 10:00:00,13.4145
2026-06-27 10:20:00,17.2376
,
2026-06-27 11:00:00,22.6882
2026-06-27 11:20:00,21.9827
2026-06-27 11:40:00,16.9639
,
2026-06-28 06:20:00,26.6292
2026-06-28 06:40:00,20.1423
2026-06-28 07:00:00,9.8302
2026-06-28 07:20:00,19.6452
2026-06-28 07:40:00,13.5075
2026-06-28 08:00:00,11.8092
,
2026-06-28 10:00:00,17.5003
2026-06-28 10:20:00,9.6598
2026-06-28 10:40:00,17.8652
,
2026-06-28 11:40:00,12.818
2026-06-28 12:00:00,19.8143
2026-06-28 12:20:00,14.8624
,
2026-06-29 06:00:00,22.0117
2026-06-29 06:20:00,16.1218
2026-06-29 06:40:00,24.3145
2026-06-29 07:00:00,13.7176
2026-06-29 07:20:00,16.4413
2026-06-29 07:40:00,14.2229
,
2026-06-29 08:40:00,11.6953
2026-06-29 09:00:00,19.8915
2026-06-29 09:20:00,18.0398
,
2026-06-29 10:20:00,16.4503
2026-06-29 10:40:00,15.3827
,
2026-06-30 07:20:00,22.4543
2026-06-30 07:40:00,19.0406
2026-06-30 08:00:00,19.893
2026-06-30 08:20:00,17.2866
2026-06-30 08:40:00,13.6628
2026-06-30 09:00:00,17.8497
,
2026-06-30 10:00:00,19.0358
2026-06-30 10:20:00,22.9779
2026-06-30 10:40:00,25.7872
,
2026-06-30 12:20:00,10.3908
2026-06-30 12:40:00,14.0742
,
2026-07-01 06:20:00,18.7848
2026-07-01 06:40:00,16.2605
2026-07-01 07:00:00,15.6722
2026-07-01 07:20:00,21.6548
2026-07-01 07:40:00,13.6353
,
2026-07-01 08:20:00,20.6882
2026-07-01 08:40:00,13.6483
2026-07-01 09:00:00,15.1682
,
2026-07-01 10:00:00,16.169
2026-07-01 10:20:00,16.4961
,
2026-07-02 06:00:00,15.6345
2026-07-02 06:20:00,11.2878
2026-07-02 06:40:00,23.0381
2026-07-02 07:00:00,17.6611
2026-07-02 07:20:00,17.34
,
2026-07-02 08:20:00,23.5043
