timestamp,oil_temp_c
2026-06-03 09:00:00,89.3366
,
2026-06-03 10:20:00,61.1672
2026-06-03 10:40:00,77.985
2026-06-03 11:00:00,87.6775
2026-06-03 11:20:00,89.5436
,
2026-06-03 12:20:00,91.6673
2026-06-03 12:40:00,91.676
,
2026-06-04 07:40:00,42.6563
2026-06-04 08:00:00,67.9067
2026-06-04 08:20:00,84.1142
2026-06-04 08:40:00,89.3633
2026-06-04 09:00:00,90.8817
2026-06-04 09:20:00,91.5495
,
2026-06-04 10:00:00,92.2265
2026-06-04 10:20:00,92.355
2026-06-04 10:40:00,92.3117
2026-06-04 11:00:00,91.9667
2026-06-04 11:20:00,91.7
,
2026-06-05 06:20:00,54.543
2026-06-05 06:40:00,79.0433
2026-06-05 07:00:00,87.7383
2026-06-05 07:20:00,90.6108
2026-06-05 07:40:00,91.2701
,
2026-06-05 10:00:00,40.3
2026-06-05 10:20:00,61.2483
2026-06-05 10:40:00,81.8283
2026-06-05 11:00:00,87.2261
,
2026-06-05 11:00:00,90.4
2026-06-05 11:20:00,90.7432
,
2026-06-05 12:20:00,92.0
,
2026-06-06 08:00:00,50.5856
2026-06-06 08:20:00,75.4708
2026-06-06 08:40:00,86.1683
2026-06-06 09:00:00,90.165
2026-06-06 09:20:00,91.2092
2026-06-06 09:40:00,91.54
,
2026-06-06 11:20:00,57.4557
2026-06-06 11:40:00,76.3108
2026-06-06 12:00:00,86.7439
,
2026-06-06 13:00:00,92.6216
2026-06-06 13:20:00,92.3658
2026-06-06 13:40:00,91.8392
2026-06-06 14:00:00,91.7833
2026-06-06 14:20:00,91.7765
,
2026-06-07 07:20:00,54.6729
2026-06-07 07:40:00,77.435
2026-06-07 08:00:00,87.0042
2026-06-07 08:20:00,89.3157
,
2026-06-07 10:20:00,65.0617
2026-06-07 10:40:00,82.4869
,
2026-06-07 11:00:00,89.2088
2026-06-07 11:20:00,90.2258
2026-06-07 11:40:00,90.6325
2026-06-07 12:00:00,91.3942
2026-06-07 12:20:00,91.4136
,
2026-06-08 07:00:00,37.1833
2026-06-08 07:20:00,61.1758
2026-06-08 07:40:00,81.4933
2026-06-08 08:00:00,88.6925
2026-06-08 08:20:00,90.4933
2026-06-08 08:40:00,91.0558
2026-06-08 09:00:00,91.1923
,
2026-06-08 10:40:00,46.7
2026-06-08 11:00:00,65.6925
2026-06-08 11:20:00,83.3675
2026-06-08 11:40:00,88.6414
,
2026-06-08 12:40:00,91.9099
2026-06-08 13:00:00,91.741
,
2026-06-09 06:00:00,37.8667
2026-06-09 06:20:00,61.4733
2026-06-09 06:40:00,81.4733
2026-06-09 07:00:00,88.0817
2026-06-09 07:20:00,90.5933
2026-06-09 07:40:00,91.0565
,
2026-06-09 09:40:00,49.2393
2026-06-09 10:00:00,69.5317
2026-06-09 10:20:00,83.886
,
2026-06-09 10:40:00,90.3
2026-06-09 11:00:00,91.4992
2026-06-09 11:20:00,91.8067
2026-06-09 11:40:00,91.7806
,
2026-06-10 07:00:00,45.7786
2026-06-10 07:20:00,68.6767
2026-06-10 07:40:00,83.6217
2026-06-10 08:00:00,88.7617
2026-06-10 08:20:00,90.7658
2026-06-10 08:40:00,91.2722
,
2026-06-10 09:20:00,92.5506
2026-06-10 09:40:00,92.0225
2026-06-10 10:00:00,91.9508
2026-06-10 10:20:00,92.1192
2026-06-10 10:40:00,91.8105
,
2026-06-11 08:00:00,50.6846
2026-06-11 08:20:00,74.945
2026-06-11 08:40:00,85.8583
2026-06-11 09:00:00,89.8008
2026-06-11 09:20:00,91.2542
2026-06-11 09:40:00,91.7
,
2026-06-11 10:40:00,57.5875
2026-06-11 11:00:00,72.2392
2026-06-11 11:20:00,84.43
,
2026-06-11 12:40:00,92.6364
2026-06-11 13:00:00,91.9158
2026-06-11 13:20:00,91.95
2026-06-11 13:40:00,91.8
,
2026-06-12 06:40:00,31.1833
2026-06-12 07:00:00,56.065
2026-06-12 07:20:00,79.9942
2026-06-12 07:40:00,88.0467
2026-06-12 08:00:00,90.6442
2026-06-12 08:20:00,91.1359
,
2026-06-12 09:00:00,93.075
2026-06-12 09:20:00,92.5392
2026-06-12 09:40:00,92.0142
2026-06-12 10:00:00,91.8708
2026-06-12 10:20:00,91.8483
2026-06-12 10:40:00,91.9867
2026-06-12 11:00:00,91.6687
,
2026-06-13 07:40:00,34.1667
2026-06-13 08:00:00,57.675
2026-06-13 08:20:00,79.93
2026-06-13 08:40:00,87.6529
,
2026-06-13 10:00:00,62.0473
2026-06-13 10:20:00,77.6258
2026-06-13 10:40:00,87.4575
2026-06-13 11:00:00,89.5429
,
2026-06-13 11:20:00,76.0288
2026-06-13 11:40:00,84.2033
2026-06-13 12:00:00,88.6905
,
2026-06-13 12:40:00,91.3907
2026-06-13 13:00:00,91.515
2026-06-13 13:20:00,91.4833
2026-06-13 13:40:00,91.4
,
2026-06-14 06:20:00,41.9467
2026-06-14 06:40:00,65.425
2026-06-14 07:00:00,82.6339
,
2026-06-14 09:00:00,62.1969
2026-06-14 09:20:00,80.4625
2026-06-14 09:40:00,86.5418
,
2026-06-14 10:20:00,69.4681
2026-06-14 10:40:00,80.7767
2026-06-14 11:00:00,87.2125
,
2026-06-14 11:40:00,91.5517
2026-06-14 12:00:00,91.7317
2026-06-14 12:20:00,91.8524
,
2026-06-15 06:40:00,54.1
2026-06-15 07:00:00,78.0742
2026-06-15 07:20:00,86.6134
,
2026-06-15 08:40:00,61.7966
2026-06-15 09:00:00,78.4383
2026-06-15 09:20:00,87.5717
2026-06-15 09:40:00,89.7167
,
2026-06-15 11:00:00,68.4883
2026-06-15 11:20:00,84.1217
2026-06-15 11:40:00,88.8355
,
2026-06-15 12:40:00,92.1048
2026-06-15 13:00:00,92.2851
,
2026-06-16 07:20:00,42.425
2026-06-16 07:40:00,67.6683
2026-06-16 08:00:00,83.3192
2026-06-16 08:20:00,88.8033
2026-06-16 08:40:00,90.8175
2026-06-16 09:00:00,91.2532
,
2026-06-16 09:40:00,63.3615
2026-06-16 10:00:00,75.3083
2026-06-16 10:20:00,86.0525
2026-06-16 10:40:00,89.9363
,
2026-06-16 11:40:00,92.3523
2026-06-16 12:00:00,92.0233
2026-06-16 12:20:00,91.8742
2026-06-16 12:40:00,91.8022
,
2026-06-17 08:00:00,41.34
2026-06-17 08:20:00,64.865
2026-06-17 08:40:00,82.6833
2026-06-17 09:00:00,87.175
,
2026-06-17 09:40:00,76.2619
2026-06-17 10:00:00,86.805
2026-06-17 10:20:00,89.879
,
2026-06-17 11:00:00,64.7
2026-06-17 11:20:00,75.8883
2026-06-17 11:40:00,84.1524
,
2026-06-17 12:20:00,91.2782
2026-06-17 12:40:00,91.4231
,
2026-06-18 06:40:00,47.8736
2026-06-18 07:00:00,72.7592
2026-06-18 07:20:00,85.5217
2026-06-18 07:40:00,89.7383
2026-06-18 08:00:00,90.9967
2026-06-18 08:20:00,91.4537
,
2026-06-18 10:00:00,57.4102
2026-06-18 10:20:00,76.0292
2026-06-18 10:40:00,86.7042
2026-06-18 11:00:00,89.998
,
