timestamp,z_speed_kmh,z_rpm,z_coolant_c,z_engine_load_pct,z_oil_temp_c,z_runtime_min,z_throttle_pct,z_intake_air_c,z_maf_gps,z_fuel_rate_lph
2026-05-13 13:00:00,0.906111,0.143806,0.441874,0.814423,0.474356,-0.422771,1.081611,0.528398,0.248887,0.270817
,,,,,,,,,,
2026-05-13 13:00:00,1.804805,0.762136,0.437913,3.054488,0.608904,-0.187199,1.94488,0.473561,1.552672,1.733987
2026-05-13 13:20:00,4.15139,-0.181914,0.46588,2.401154,0.621673,-0.147426,1.354488,0.414004,0.55522,0.668522
,,,,,,,,,,
2026-05-13 13:40:00,-1.57489,-2.300945,0.460289,-1.381732,0.668537,0.547054,-1.808971,3.061042,-1.973478,-1.79875
2026-05-13 14:00:00,1.181456,0.977157,0.463561,0.699679,0.695224,0.91418,0.402129,0.493438,1.11454,1.141979
2026-05-13 14:20:00,-0.080297,-0.460743,0.455248,-0.833734,0.717518,1.26601,-0.806657,1.152625,-0.649872,-0.683154
,,,,,,,,,,
2026-05-14 08:00:00,-0.053028,0.778171,-1.654561,0.082075,-2.451385,-1.126431,0.187484,-1.614301,0.48953,0.436991
2026-05-14 08:20:00,0.156251,0.134869,0.27366,-0.772404,-0.668737,-0.759305,-0.745438,-0.929115,-0.119773,-0.124752
2026-05-14 08:40:00,-1.557013,-2.281028,0.381528,-1.680946,0.102562,-0.560443,-2.055758,0.431594,-2.113528,-2.015983
,,,,,,,,,,
2026-05-14 09:20:00,-0.785556,-0.65439,-1.713383,1.115153,-1.124763,-1.233509,1.107021,-1.470442,-0.33038,-0.317384
2026-05-14 09:40:00,-0.564202,-0.400696,0.188413,-1.143535,-0.224423,-0.866382,-1.165874,-0.592902,-0.501175,-0.484765
2026-05-14 10:00:00,0.210651,0.858492,0.395108,0.170954,0.384986,-0.499256,0.270052,-1.521001,0.76566,0.773982
2026-05-14 10:20:00,-0.484546,-0.033775,0.370512,-0.544192,0.579208,-0.211673,-0.361781,-1.236269,-0.380259,-0.4584
,,,,,,,,,,
2026-05-14 11:00:00,-0.286297,0.141506,-0.537832,-0.060411,-0.352011,-1.083598,-0.048458,-1.152114,0.077946,0.10325
2026-05-14 11:20:00,0.515755,-0.302902,0.359074,0.57637,0.162195,-0.900035,0.56695,-1.228414,-0.101121,-0.044357
,,,,,,,,,,
2026-05-14 12:20:00,-1.227828,-1.409266,0.417611,-0.977566,0.660575,0.384907,-1.051112,-0.398484,-1.444132,-1.40643
2026-05-14 12:40:00,-1.353177,-1.436514,0.407067,-0.559831,0.672763,0.540936,-0.236646,-1.416047,-1.468006,-1.544289
,,,,,,,,,,
2026-05-15 06:40:00,0.46453,1.435951,-1.388168,0.410113,-2.265131,-1.089718,0.458108,-1.233171,1.307873,1.322914
2026-05-15 07:00:00,-0.386293,0.087883,0.297411,-0.146041,-0.496906,-0.722592,-0.027475,-1.225353,-0.161924,-0.204497
2026-05-15 07:20:00,-0.636935,-0.145141,0.346721,-0.101024,0.320123,-0.37994,0.057136,-1.248549,-0.385439,-0.464527
,,,,,,,,,,
2026-05-15 08:00:00,-1.478069,-2.422195,-3.3004,6.36649,-1.212722,-1.340587,5.958825,-0.384544,-0.677777,-0.642956
2026-05-15 08:20:00,1.107111,1.606938,-0.37515,0.262383,-0.453093,-0.97346,0.167471,-1.407897,1.459264,1.432274
2026-05-15 08:40:00,0.139017,1.140054,0.35588,0.072908,0.340944,-0.606334,0.19474,-1.238555,0.895892,0.886962
2026-05-15 09:00:00,1.405991,1.108951,0.354828,0.247706,0.581158,-0.364644,-0.012387,-1.375334,0.942659,0.911656
,,,,,,,,,,
2026-05-15 10:00:00,-1.096912,-0.731619,-2.221003,0.456935,-1.390295,-1.239627,0.561083,-1.167935,-0.66537,-0.675727
2026-05-15 10:20:00,-0.082579,0.690068,0.123556,0.365842,-0.383519,-0.872501,0.374414,-1.269606,0.629245,0.591654
2026-05-15 10:40:00,0.148181,1.147698,0.381105,-0.217813,0.356279,-0.505374,-0.069598,-1.250873,0.632838,0.594625
2026-05-15 11:00:00,2.338773,0.225001,0.424333,1.452455,0.56518,-0.318753,1.296466,-1.437363,0.656378,0.743439
,,,,,,,,,,
2026-05-15 11:40:00,-1.112279,-1.527917,0.435221,-1.454755,0.738034,0.596005,-1.826863,0.644046,-1.406451,-1.312109
2026-05-15 12:00:00,-0.305267,0.059781,0.420982,-0.428341,0.729865,0.963131,-0.445737,-0.555398,0.050792,0.046435
2026-05-15 12:20:00,-0.226842,0.463247,0.394951,0.05313,0.732528,1.201763,0.178054,-1.251168,0.24613,0.2231
,,,,,,,,,,
2026-05-16 08:00:00,1.082954,0.494508,-0.951812,0.669315,-1.891697,-1.016293,0.404906,-0.476738,0.560714,0.500955
2026-05-16 08:20:00,-0.596478,-0.241902,0.380034,-0.355775,-0.241716,-0.649167,-0.184648,-0.355964,-0.612671,-0.703577
2026-05-16 08:40:00,0.345509,0.611158,0.418525,0.040234,0.386487,-0.28204,0.043462,-0.46077,0.375464,0.339051
2026-05-16 09:00:00,0.544573,0.631635,0.407716,-0.191948,0.590545,0.085086,-0.128537,-0.333837,0.416236,0.399208
2026-05-16 09:20:00,-0.847418,-0.502222,0.403579,-0.404209,0.643898,0.149333,-0.621194,-0.448637,-0.851747,-0.980039
,,,,,,,,,,
2026-05-16 11:20:00,-0.757035,-0.636984,-1.33475,-0.385995,-1.681344,-1.098896,-0.487833,0.505313,-0.57121,-0.521342
2026-05-16 11:40:00,-0.561954,-0.444498,0.351212,-0.993374,-0.26852,-0.73177,-0.963515,0.423371,-0.574322,-0.588369
2026-05-16 12:00:00,0.940116,-0.543757,0.463876,0.783722,0.298361,-0.542087,0.904818,-0.055632,0.028944,0.170834
,,,,,,,,,,
2026-05-16 12:40:00,0.111734,0.678342,0.393683,-0.127058,0.648975,0.369609,-0.078425,-0.356775,0.369574,0.299132
2026-05-16 13:00:00,-0.910801,-0.662662,0.414025,-0.65191,0.685885,0.736735,-0.5671,0.164011,-0.888363,-0.907535
2026-05-16 13:20:00,-0.782236,-0.295921,0.41259,-0.399084,0.710269,0.895824,-0.198086,-0.410063,-0.566197,-0.643699
,,,,,,,,,,
2026-05-17 07:20:00,-1.338889,-1.333716,-3.320869,0.786489,-2.918976,-1.273281,1.167244,-0.226265,-0.941646,-0.957388
2026-05-17 07:40:00,-0.371832,-0.4116,-0.036944,-0.596571,-1.259241,-0.906155,-0.785832,1.109626,-0.226758,-0.137006
2026-05-17 08:00:00,1.322193,0.98229,0.460456,0.028396,0.04979,-0.539029,-0.070043,-0.236406,0.714841,0.662673
2026-05-17 08:20:00,-0.560633,0.117877,0.41771,-0.084687,0.47289,-0.171902,0.150863,-0.030519,-0.17807,-0.246458
2026-05-17 08:40:00,-0.465887,0.020626,0.411077,-0.455409,0.625878,0.195224,-0.318035,0.269407,-0.279812,-0.316549
,,,,,,,,,,
2026-05-17 09:40:00,0.199586,1.059814,-2.395113,2.116833,-1.236359,-1.273281,1.922561,0.041097,1.962731,2.074783
2026-05-17 10:00:00,-0.931721,-1.002545,0.056489,-1.329208,-0.351471,-0.906155,-1.449439,1.070278,-0.988935,-0.938542
2026-05-17 10:20:00,0.020335,-0.409558,0.478311,0.074929,0.353194,-0.551265,0.061484,0.494471,-0.220158,-0.157616
,,,,,,,,,,
2026-05-17 11:20:00,-1.820401,-2.882503,0.497631,-1.183932,0.686487,0.56235,-1.935809,2.270644,-2.45163,-2.302936
2026-05-17 11:40:00,0.469592,0.893526,0.481416,0.254371,0.707101,0.929477,0.264394,-0.21428,0.671709,0.663508
2026-05-17 12:00:00,0.079652,0.263902,0.428057,-0.216153,0.713478,1.272129,-0.081071,-0.114858,0.066896,0.026012
,,,,,,,,,,
2026-05-18 08:20:00,-0.745914,-0.290687,-1.912208,0.156108,-2.532185,-1.163144,0.214622,-0.914364,-0.487285,-0.530812
2026-05-18 08:40:00,0.752739,0.348705,0.289874,0.111813,-0.769791,-0.796017,-0.145145,-0.895004,0.310881,0.289941
2026-05-18 09:00:00,0.201142,1.079991,0.389782,0.315123,0.231022,-0.428891,0.431389,-1.070762,0.817147,0.79784
2026-05-18 09:20:00,0.741134,-0.202064,0.419862,0.346209,0.562572,-0.181081,0.559982,-0.74989,0.108379,0.188565
,,,,,,,,,,
2026-05-18 10:00:00,0.371132,0.871831,0.362405,0.440285,0.682344,0.672488,0.231021,-1.063461,0.859548,0.866724
2026-05-18 10:20:00,-0.137151,0.563179,0.340403,-0.078263,0.692803,1.039615,0.034948,-1.104579,0.190236,0.130358
2026-05-18 10:40:00,-0.671805,-0.098096,0.368979,-0.388858,0.706291,1.406741,-0.335716,-0.48474,-0.376499,-0.386918
2026-05-18 11:00:00,0.239815,1.025136,0.415332,0.307087,0.726469,1.773867,0.403439,-1.150049,0.963087,0.964386
2026-05-18 11:20:00,1.26289,0.899633,0.400022,-0.085481,0.737474,2.140994,-0.247517,-1.165722,0.559231,0.511445
2026-05-18 11:40:00,-0.619992,-0.322292,0.388554,-0.117361,0.726925,2.50812,-0.129847,-0.403278,-0.270538,-0.270039
2026-05-18 12:00:00,-0.563365,0.335989,0.38592,-0.108916,0.717732,2.566249,-0.086782,-1.064825,-0.043576,-0.04807
,,,,,,,,,,
2026-05-19 07:00:00,0.056588,0.990496,-1.020697,0.03085,-1.888813,-1.053006,0.22696,0.656474,0.743415,0.711226
