timestamp,speed_kmh,rpm,coolant_c,engine_load_pct,oil_temp_c,runtime_min,throttle_pct,intake_air_c,maf_gps,fuel_rate_lph
2026-05-14 12:40:00,8.9059,1526.9412,93.8784,31.7627,91.3078,102.6667,15.249,31.7529,10.0567,2.3541
,,,,,,,,,,
2026-05-15 06:40:00,35.1893,2804.6429,75.6095,35.794,48.8357,13.8333,17.9012,32.2488,23.3465,5.4426
2026-05-15 07:00:00,22.8867,2205.0083,92.7625,33.4825,74.3983,33.8333,16.0475,32.27,16.3097,3.7973
2026-05-15 07:20:00,19.2625,2101.3571,93.2643,33.6696,86.2098,52.5,16.3705,32.2071,15.2396,3.5172
,,,,,,,,,,
2026-05-15 08:00:00,7.1,1088.5,56.15,60.55,64.05,0.1667,38.9,34.55,13.84,3.325
2026-05-15 08:20:00,44.4808,2880.7,85.9183,35.18,75.0317,20.1667,16.7917,31.775,24.0713,5.5604
2026-05-15 08:40:00,30.4825,2673.025,93.3575,34.3925,86.5108,40.1667,16.8958,32.2342,21.3741,4.973
2026-05-15 09:00:00,48.8025,2659.1899,93.3468,35.119,89.9835,53.3333,16.1051,31.8633,21.598,4.9996
,,,,,,,,,,
2026-05-15 10:00:00,12.6114,1840.4857,67.1343,35.9886,61.4829,5.6667,18.2943,32.4257,13.8994,3.2897
2026-05-15 10:20:00,27.2783,2472.8667,90.9933,35.61,76.0375,25.6667,17.5817,32.15,20.0975,4.6549
2026-05-15 10:40:00,30.615,2676.425,93.6142,33.1842,86.7325,45.6667,15.8867,32.2008,20.1147,4.6581
2026-05-15 11:00:00,62.2902,2266.0,94.0541,40.1262,89.7525,55.8333,21.1016,31.6951,20.2274,4.8184
,,,,,,,,,,
2026-05-15 11:40:00,12.3892,1486.2838,94.1649,28.0432,92.2514,105.6667,9.1784,37.3392,10.3514,2.6042
2026-05-15 12:00:00,24.0583,2192.5083,94.02,32.3092,92.1333,125.6667,14.4508,34.0867,17.3281,4.0676
2026-05-15 12:20:00,25.1923,2371.9744,93.7551,34.3103,92.1718,138.6667,16.8321,32.2,18.2633,4.2579
,,,,,,,,,,
2026-05-16 08:00:00,44.1315,2385.8796,80.05,36.8713,54.2343,17.8333,17.6981,34.3,19.7694,4.5572
2026-05-16 08:20:00,19.8475,2058.3167,93.6033,32.6108,78.0875,37.8333,15.4475,34.6275,14.1517,3.2597
2026-05-16 08:40:00,33.4683,2437.7667,93.995,34.2567,87.1692,57.8333,16.3183,34.3433,18.8825,4.3828
2026-05-16 09:00:00,36.3467,2446.875,93.885,33.2917,90.1192,77.8333,15.6617,34.6875,19.0777,4.4476
2026-05-16 09:20:00,16.219,1942.5238,93.8429,32.4095,90.8905,81.3333,13.781,34.3762,13.0071,2.9619
,,,,,,,,,,
2026-05-16 11:20:00,17.5259,1882.5802,76.1531,32.4852,57.2753,13.3333,14.2901,36.963,14.3502,3.456
2026-05-16 11:40:00,20.3467,1968.2,93.31,29.9608,77.7,33.3333,12.4742,36.7408,14.3353,3.3838
2026-05-16 12:00:00,42.0661,1924.0484,94.4565,37.3468,85.8952,43.6667,19.6065,35.4419,17.2235,4.2016
,,,,,,,,,,
2026-05-16 12:40:00,30.088,2467.6506,93.7422,33.5614,90.9639,93.3333,15.853,34.6253,18.8543,4.3398
2026-05-16 13:00:00,15.3025,1871.1583,93.9492,31.38,91.4975,113.3333,13.9875,36.0375,12.8318,3.04
2026-05-16 13:20:00,17.1615,2034.2885,93.9346,32.4308,91.85,122.0,15.3962,34.4808,14.3742,3.3242
,,,,,,,,,,
2026-05-17 07:20:00,9.1125,1572.6667,55.9417,37.3583,39.3833,3.8333,20.6083,34.9792,12.5767,2.9863
2026-05-17 07:40:00,23.0958,1982.8333,89.36,31.61,63.3775,23.8333,13.1525,38.6017,15.9993,3.87
2026-05-17 08:00:00,47.5908,2602.85,94.4217,34.2075,82.3017,43.8333,15.885,34.9517,20.5073,4.7314
2026-05-17 08:20:00,20.3658,2218.35,93.9867,33.7375,88.4183,63.8333,16.7283,35.51,16.2324,3.7521
2026-05-17 08:40:00,21.7358,2175.0917,93.9192,32.1967,90.63,83.8333,14.9383,36.3233,15.7453,3.6766
,,,,,,,,,,
2026-05-17 09:40:00,31.3583,2637.3333,65.3625,42.8875,63.7083,3.8333,23.4917,35.7042,26.4817,6.2525
2026-05-17 10:00:00,15.0,1719.975,90.3108,28.565,76.5008,23.8333,10.6192,38.495,12.3503,3.0066
2026-05-17 10:20:00,28.7664,1983.7414,94.6034,34.4009,86.6879,43.1667,16.3871,36.9336,16.0309,3.8478
,,,,,,,,,,
2026-05-17 11:20:00,2.15,883.75,94.8,29.1688,91.5062,103.8333,8.7625,41.75,5.3475,1.5369
2026-05-17 11:40:00,35.2625,2563.3667,94.635,35.1467,91.8042,123.8333,17.1617,35.0117,20.3008,4.7323
2026-05-17 12:00:00,29.6241,2283.3036,94.092,33.1911,91.8964,142.5,15.8429,35.2813,17.4052,4.0456
,,,,,,,,,,
2026-05-18 08:20:00,17.6867,2036.6167,70.2767,34.7383,44.975,9.8333,16.9717,33.1133,14.752,3.4458
2026-05-18 08:40:00,39.3567,2321.025,92.6858,34.5542,70.4533,29.8333,15.5983,33.1658,18.5733,4.3299
2026-05-18 09:00:00,31.3808,2646.3083,93.7025,35.3992,84.9217,49.8333,17.7992,32.6892,20.9971,4.877
2026-05-18 09:20:00,39.1889,2076.037,94.0086,35.5284,89.7148,63.3333,18.2901,33.5593,17.6038,4.2207
,,,,,,,,,,
2026-05-18 10:00:00,33.8388,2553.7164,93.4239,35.9194,91.4463,109.8333,17.0343,32.709,21.2001,4.9512
2026-05-18 10:20:00,26.4892,2416.425,93.2,33.7642,91.5975,129.8333,16.2858,32.5975,17.9957,4.158
2026-05-18 10:40:00,18.7583,2122.2833,93.4908,32.4733,91.7925,149.8333,14.8708,34.2783,15.2824,3.6008
2026-05-18 11:00:00,31.94,2621.9083,93.9625,35.3658,92.0842,169.8333,17.6925,32.4742,21.6958,5.0564
2026-05-18 11:20:00,46.7333,2566.0833,93.8067,33.7342,92.2433,189.8333,15.2075,32.4317,19.7623,4.5685
2026-05-18 11:40:00,19.5075,2022.5583,93.69,33.6017,92.0908,209.8333,15.6567,34.4992,15.7897,3.7267
2026-05-18 12:00:00,20.3263,2315.3684,93.6632,33.6368,91.9579,213.0,15.8211,32.7053,16.8763,3.9658
,,,,,,,,,,
2026-05-19 07:00:00,29.2906,2606.5,79.349,34.2177,54.276,15.8333,17.0188,37.3729,20.6441,4.7837
2026-05-19 07:20:00,14.5375,1923.1333,93.8175,33.2083,77.4425,35.8333,15.9992,37.425,13.3485,3.0959
2026-05-19 07:40:00,44.0633,2779.725,94.3617,35.8192,87.2,55.8333,18.1833,36.9383,23.7723,5.5146
2026-05-19 08:00:00,28.085,2335.8417,94.2083,34.4233,90.3383,75.8333,16.9642,37.4025,17.4257,4.047
2026-05-19 08:20:00,77.2625,1608.0,94.4,34.5125,91.05,77.1667,18.75,36.45,12.5125,3.0025
,,,,,,,,,,
2026-05-19 09:00:00,27.4196,2341.7451,94.0529,32.0735,91.5853,135.8333,14.5382,38.6941,18.664,4.3888
2026-05-19 09:20:00,29.7275,2517.3417,94.0392,34.1783,91.53,155.8333,16.9442,37.3933,19.898,4.5859
2026-05-19 09:40:00,23.5775,1985.6833,94.1642,32.2417,91.715,175.8333,14.5442,38.7283,14.1607,3.3332
2026-05-19 10:00:00,51.1083,2682.35,94.4008,36.7167,91.9842,195.8333,17.0267,36.9475,23.1314,5.3911
2026-05-19 10:20:00,29.8833,2031.0083,94.2017,31.2958,92.01,215.8333,13.6183,38.8267,14.6536,3.4588
2026-05-19 10:40:00,38.7525,2778.3,94.6017,35.5308,92.23,235.8333,16.5625,37.0583,23.1757,5.3773
2026-05-19 11:00:00,33.1392,2184.3243,94.2905,32.8892,92.0446,248.1667,15.3324,37.3068,15.415,3.572
,,,,,,,,,,
2026-05-20 07:20:00,27.1685,2531.8889,70.4074,36.9611,47.1093,8.8333,19.1352,37.0204,21.6152,5.0454
2026-05-20 07:40:00,17.0292,1460.5417,93.0083,26.9783,70.5275,28.8333,8.0183,42.19,9.6406,2.4641
2026-05-20 08:00:00,16.9733,2060.7,94.4625,33.2917,84.51,48.8333,15.9125,36.9733,14.6001,3.3941
2026-05-20 08:20:00,41.0358,2467.75,94.3392,36.3425,89.495,68.8333,17.185,37.1392,21.3716,5.0228
2026-05-20 08:40:00,32.4542,2191.7083,94.3492,31.8917,91.1075,88.8333,14.0033,38.6533,16.966,4.0165
2026-05-20 09:00:00,27.9633,2346.4167,94.23,33.3517,91.7575,108.8333,15.385,37.4475,17.8313,4.1421
2026-05-20 09:20:00,13.6508,1828.2459,94.1115,33.5639,92.018,119.0,17.4639,37.7197,14.7338,3.491
,,,,,,,,,,
2026-05-20 11:40:00,23.9,2496.6364,47.8,50.3455,44.7364,1.6667,30.5545,36.9818,29.6664,6.98
2026-05-20 12:00:00,31.1308,2135.6167,86.4075,32.2233,64.9058,21.6667,13.6625,38.595,16.4057,3.8905
2026-05-20 12:20:00,23.2475,1544.9,94.76,29.8767,82.585,41.6667,10.1942,41.715,11.9835,3.0166
