timestamp,runtime_min
2026-06-17 08:20:00,24.8333
2026-06-17 08:40:00,44.8333
2026-06-17 09:00:00,48.1667
,
2026-06-17 09:40:00,19.5
2026-06-17 10:00:00,39.5
2026-06-17 10:20:00,53.0
,
2026-06-17 11:00:00,0.3333
2026-06-17 11:20:00,20.3333
2026-06-17 11:40:00,23.8333
,
2026-06-17 12:20:00,80.3333
2026-06-17 12:40:00,84.6667
,
2026-06-18 06:40:00,11.8333
2026-06-18 07:00:00,31.8333
2026-06-18 07:20:00,51.8333
2026-06-18 07:40:00,71.8333
2026-06-18 08:00:00,91.8333
2026-06-18 08:20:00,103.0
,
2026-06-18 10:00:00,9.6667
2026-06-18 10:20:00,29.6667
2026-06-18 10:40:00,49.6667
2026-06-18 11:00:00,58.1667
,
2026-06-18 11:20:00,89.6667
2026-06-18 11:40:00,109.6667
2026-06-18 12:00:00,129.6667
2026-06-18 12:20:00,136.8333
,
2026-06-19 07:20:00,8.8333
2026-06-19 07:40:00,28.8333
2026-06-19 08:00:00,48.8333
2026-06-19 08:20:00,67.5
,
2026-06-19 10:00:00,2.1667
2026-06-19 10:20:00,22.1667
2026-06-19 10:40:00,42.1667
2026-06-19 11:00:00,62.1667
2026-06-19 11:20:00,78.5
,
2026-06-19 12:00:00,17.5
2026-06-19 12:20:00,33.5
,
2026-06-19 13:20:00,97.5
2026-06-19 13:40:00,117.5
2026-06-19 14:00:00,131.0
,
2026-06-20 07:40:00,5.8333
2026-06-20 08:00:00,25.8333
2026-06-20 08:20:00,45.8333
2026-06-20 08:40:00,65.8333
2026-06-20 09:00:00,85.8333
2026-06-20 09:20:00,105.8333
2026-06-20 09:40:00,110.8333
,
2026-06-20 10:00:00,9.8333
2026-06-20 10:20:00,29.8333
2026-06-20 10:40:00,41.6667
,
2026-06-20 11:20:00,89.8333
2026-06-20 11:40:00,109.8333
2026-06-20 12:00:00,129.8333
2026-06-20 12:20:00,149.8333
2026-06-20 12:40:00,166.5
,
2026-06-21 06:00:00,13.8333
2026-06-21 06:20:00,33.8333
2026-06-21 06:40:00,53.8333
2026-06-21 07:00:00,73.8333
2026-06-21 07:20:00,93.8333
2026-06-21 07:40:00,95.8333
,
2026-06-21 09:00:00,8.8333
2026-06-21 09:20:00,28.8333
2026-06-21 09:40:00,29.3333
,
2026-06-21 10:00:00,68.8333
2026-06-21 10:20:00,88.8333
2026-06-21 10:40:00,108.8333
2026-06-21 11:00:00,124.6667
,
2026-06-22 08:20:00,17.8333
2026-06-22 08:40:00,37.8333
2026-06-22 09:00:00,57.8333
2026-06-22 09:20:00,61.5
,
2026-06-22 09:20:00,77.8333
2026-06-22 09:40:00,97.8333
2026-06-22 10:00:00,117.8333
2026-06-22 10:20:00,137.8333
2026-06-22 10:40:00,157.8333
2026-06-22 11:00:00,177.8333
2026-06-22 11:20:00,197.8333
2026-06-22 11:40:00,214.6667
,
2026-06-23 08:00:00,19.8333
2026-06-23 08:20:00,39.8333
2026-06-23 08:40:00,59.8333
2026-06-23 09:00:00,79.8333
2026-06-23 09:20:00,90.8333
,
2026-06-23 09:40:00,119.8333
2026-06-23 10:00:00,139.8333
2026-06-23 10:20:00,159.8333
2026-06-23 10:40:00,179.8333
2026-06-23 11:00:00,199.8333
