timestamp,runtime_min
2026-07-02 07:00:00,75.8333
2026-07-02 07:20:00,76.3333
,
2026-07-02 08:20:00,12.3333
2026-07-02 08:40:00,32.3333
2026-07-02 09:00:00,38.8333
,
2026-07-02 09:20:00,72.3333
2026-07-02 09:40:00,92.3333
2026-07-02 10:00:00,105.3333
,
2026-07-03 06:20:00,19.8333
2026-07-03 06:40:00,39.8333
2026-07-03 07:00:00,58.1667
,
2026-07-03 07:40:00,99.8333
2026-07-03 08:00:00,119.8333
2026-07-03 08:20:00,139.8333
2026-07-03 08:40:00,159.8333
2026-07-03 09:00:00,179.8333
2026-07-03 09:20:00,199.8333
2026-07-03 09:40:00,219.6667
